x0,x1,x2,y,x3,x4,x5,x6,x7,x8
A0,A15,A1,250,3,4,4.0,1,0.0,430.14285714285717
A2,A14,A1,275,2,4,0.65,1,51.0,428.42857142857144
A0,A82,A1,150,3,26,0.95,1,0.0,426.0
A0,A1,A0,50,2,5,0.19,1,0.0,350.7142857142857
A2,A6,A1,120,14,15,1.8,1,0.0,431.0
A1,A9,A0,135,7,1,0.03,1,,300.85714285714283
A0,A1,A0,45,1,1,0.05,1,0.0,352.85714285714283
A1,A2,A0,140,2,14,0.81,7,57.0,425.0
A2,A13,A0,50,2,31,4.84,4,112.0,431.85714285714283
A3,A73,A0,80,2,100,3.86,5,338.0,429.85714285714283
A2,A45,A0,75,30,3,0.29,26,345.0,400.85714285714283
A1,A84,A0,160,1,1,0.11,1,365.0,392.85714285714283
A2,A6,A1,180,2,8,0.15,1,10.0,338.85714285714283
A1,A5,A0,70,1,136,1.81,2,359.0,429.85714285714283
A0,A8,A0,150,1,0,,1,0.0,
A2,A13,A1,230,1,161,3.39,1,347.0,429.57142857142856
A2,A61,A1,200,11,3,0.41,2,,428.7142857142857
A2,A7,A1,175,3,44,0.8,1,280.0,287.2857142857143
A0,A12,A1,116,28,45,0.76,1,35.0,426.57142857142856
A2,A14,A1,290,14,0,,1,341.0,
A2,A6,A0,215,2,0,,1,0.0,
A2,A6,A1,350,1,10,10.0,1,163.0,430.57142857142856
A2,A21,A1,99,2,38,1.51,1,29.0,425.0
A0,A1,A2,30,2,13,0.37,3,339.0,431.0
A0,A36,A0,225,5,0,,2,,
A3,A117,,35,1,114,3.48,1,0.0,393.14285714285717
A0,A0,A0,80,3,0,,2,,
A2,A21,A1,250,1,60,0.65,1,0.0,431.0
A2,A17,A1,199,3,17,0.65,1,280.0,418.85714285714283
A0,A57,A1,375,3,6,0.1,1,252.0,387.0
A2,A35,A1,325,4,0,,1,0.0,
A2,A19,A0,70,3,2,0.53,1,,427.7142857142857
A1,A53,A0,35,29,3,0.87,5,,426.7142857142857
A1,A150,A0,69,2,2,0.07,1,0.0,319.0
A2,A13,A0,90,2,2,0.59,4,43.0,420.2857142857143
A1,A9,A1,179,1,1,1.0,1,321.0,429.7142857142857
A0,A0,A0,60,4,2,0.05,1,0.0,269.7142857142857
A0,A15,A1,265,1,9,3.8,1,86.0,431.57142857142856
A0,A89,A1,100,1,0,,1,43.0,
A0,A63,A1,105,2,22,0.87,1,0.0,391.85714285714283
A1,A190,A1,75,30,1,0.11,1,363.0,391.57142857142856
A0,A18,A0,319,1,52,2.48,11,365.0,428.0
A2,A17,A0,37,30,0,,103,223.0,
A2,A13,A1,200,4,10,0.43,1,68.0,372.0
A2,A72,A1,95,1,7,7.0,1,54.0,430.7142857142857
A2,A13,A1,330,4,5,3.85,1,,431.7142857142857
A3,A101,A0,75,2,11,3.17,1,54.0,428.0
A2,A13,A1,133,1,2,0.28,1,,404.7142857142857
A2,A61,A1,195,10,10,0.13,1,270.0,378.14285714285717
A2,A21,A0,82,1,4,0.16,1,,331.0
A1,A150,A0,45,1,61,3.52,6,274.0,431.14285714285717
A0,A12,A0,91,4,106,2.82,1,113.0,427.0
A2,A17,A1,80,2,3,0.09,2,,295.85714285714283
A2,A35,A1,278,5,53,2.01,1,30.0,428.7142857142857
A2,A40,A1,245,5,18,0.21,1,0.0,353.14285714285717
A2,A72,A0,70,15,0,,1,,
A0,A16,A0,49,4,2,0.04,1,0.0,247.85714285714286
A2,A13,A1,74,2,8,0.21,1,0.0,282.2857142857143
A2,A19,A0,40,7,26,0.67,6,272.0,430.14285714285717
A0,A10,A1,195,3,47,2.39,1,55.0,430.0
A1,A81,A1,10,2,22,1.76,1,,431.7142857142857
A0,A1,A1,75,1,38,3.79,1,195.0,430.14285714285717
A2,A6,A1,285,2,5,1.4,3,44.0,431.14285714285717
A1,A79,A1,100,1,4,0.28,1,0.0,376.42857142857144
A2,A35,A1,104,3,57,0.7,1,6.0,430.85714285714283
A0,A57,A0,68,8,37,0.5,5,280.0,431.14285714285717
A0,A1,A0,45,3,0,,1,,
A2,A67,A1,2990,2,69,4.36,1,237.0,430.7142857142857
A2,A26,A0,105,3,75,1.57,1,338.0,428.2857142857143
A2,A26,A0,69,4,0,,9,17.0,
A2,A61,A0,100,1,0,,7,,
A2,A4,A0,109,2,2,0.04,1,0.0,234.0
A1,A119,A0,99,1,3,0.23,1,365.0,424.85714285714283
A1,A56,A1,185,3,25,3.21,1,55.0,431.14285714285717
A2,A35,A1,205,3,102,3.36,1,117.0,429.85714285714283
A2,A61,A0,150,3,30,0.48,2,4.0,405.2857142857143
A0,A12,A0,75,1,0,,1,,
A2,A19,A0,90,1,33,0.48,1,189.0,267.0
A0,A1,A1,215,3,1,0.01,2,300.0,92.14285714285714
A0,A18,A1,210,7,7,0.3,1,50.0,425.7142857142857
A0,A1,,142,4,106,2.07,2,,430.2857142857143
A2,A7,,63,3,2,0.1,1,0.0,348.42857142857144
A2,A17,A0,75,1,21,4.09,4,351.0,429.0
A0,A71,A1,299,2,35,1.02,1,261.0,427.85714285714283
A0,A15,A0,100,1,37,1.07,1,0.0,428.57142857142856
A1,A5,A1,289,3,0,,1,253.0,
A0,A16,A0,43,7,0,,1,12.0,
A0,A12,A0,55,10,2,0.05,1,,292.7142857142857
A2,A14,A1,129,7,5,0.09,1,0.0,216.42857142857142
A0,A0,A0,100,3,2,1.33,1,163.0,429.2857142857143
A2,A26,A1,130,30,0,,1,0.0,
A0,A1,A1,100,5,2,0.09,1,0.0,334.42857142857144
A2,A44,A1,255,2,69,3.85,1,149.0,428.42857142857144
A0,A125,A1,250,30,0,,2,0.0,
A2,A21,A1,175,1,2,0.05,1,0.0,268.7142857142857
A0,A62,A0,25,4,2,0.06,1,0.0,280.2857142857143
A2,A7,A0,135,6,2,0.11,2,0.0,353.0
A0,A82,A1,118,1,2,0.09,1,0.0,360.85714285714283
A2,A44,A0,135,1,70,7.24,3,0.0,428.85714285714283
A1,A27,A0,75,2,25,0.4,1,365.0,395.85714285714283
A0,A1,A1,265,4,16,0.77,1,,430.42857142857144
A0,A15,A1,60,1,37,5.66,1,234.0,431.85714285714283
A2,A72,A1,125,30,3,0.5,91,342.0,426.57142857142856
A1,A5,A0,45,2,4,1.15,3,31.0,430.7142857142857
A2,A28,A1,300,4,5,0.48,1,0.0,396.85714285714283
A0,A16,A1,155,2,1,1.0,1,10.0,429.2857142857143
A0,A22,A0,75,1,7,0.85,1,133.0,431.14285714285717
A0,A1,A0,72,2,6,4.74,4,316.0,429.85714285714283
A2,A13,A1,400,1,0,,1,0.0,
A0,A1,A0,90,2,1,1.0,1,5.0,429.0
A1,A118,A0,47,1,19,3.63,3,350.0,429.42857142857144
A2,A44,A0,399,1,3,3.0,4,0.0,430.85714285714283
A0,A71,A0,65,1,20,3.13,1,,430.85714285714283
A3,A20,A0,80,2,77,2.37,2,365.0,431.85714285714283
A2,A38,A1,150,1,2,0.04,2,,218.85714285714286
A2,A4,A1,85,14,1,0.15,1,16.0,403.42857142857144
A2,A13,A1,306,30,0,,232,336.0,
A3,A107,A1,109,2,1,1.0,1,192.0,431.0
A0,A36,A0,105,2,172,4.5,1,83.0,430.0
A0,A0,A0,60,1,26,7.88,1,330.0,431.85714285714283
A1,A27,A0,40,1,7,0.23,1,0.0,321.7142857142857
A0,A15,A1,345,2,47,3.24,2,146.0,430.7142857142857
A1,A5,A1,100,7,4,0.17,1,0.0,426.2857142857143
A2,A19,,51,6,20,0.33,4,258.0,428.7142857142857
A1,A47,A0,100,14,0,,1,,
A0,A15,A1,185,1,20,1.89,1,,427.85714285714283
A2,A4,A1,160,7,8,3.04,1,80.0,430.85714285714283
A2,A21,A1,185,5,73,0.66,1,209.0,430.14285714285717
A1,A5,A1,150,2,2,0.04,1,0.0,216.85714285714286
A0,A76,A0,48,1,2,0.91,7,169.0,426.0
A0,A64,A1,99,2,7,0.38,1,0.0,429.85714285714283
A2,A26,,235,2,10,0.2,1,345.0,425.85714285714283
A0,A62,A0,50,1,23,2.63,4,327.0,430.85714285714283
A1,A47,A0,68,1,23,1.33,1,298.0,429.0
A0,A15,A0,66,7,1,0.37,1,281.0,420.57142857142856
A3,A121,A1,42,2,18,3.02,1,6.0,431.14285714285717
A2,A45,A0,115,7,1,0.02,1,,217.85714285714286
A2,A17,A0,80,1,0,,1,0.0,
A0,A1,A0,75,2,7,0.39,1,,422.7142857142857
A0,A12,A1,399,1,0,,4,248.0,
A2,A26,A1,243,1,26,1.1,1,149.0,429.7142857142857
A1,A47,A0,96,2,244,2.74,1,270.0,430.14285714285717
A0,A59,A0,59,2,102,5.2,2,,431.85714285714283
A1,A27,A0,100,3,0,,1,,
A2,A41,A1,250,25,0,,1,261.0,
A0,A16,A1,299,2,8,0.63,2,,405.14285714285717
A2,A72,A0,132,4,10,0.57,2,,431.57142857142856
A2,A44,A0,105,1,142,6.6,1,38.0,429.85714285714283
A2,A17,A1,129,4,17,0.28,1,64.0,430.0
A0,A15,A0,149,2,1,0.68,2,0.0,425.85714285714283
A3,A20,A1,159,2,7,2.26,1,118.0,430.85714285714283
A0,A15,A1,80,2,9,0.68,1,,390.14285714285717
A2,A4,A1,154,2,3,0.13,1,0.0,350.0
A2,A6,A1,175,36,0,,1,,
A1,A56,A0,37,2,34,2.07,5,126.0,427.7142857142857
A2,A21,A1,130,2,1,0.03,1,0.0,280.42857142857144
A2,A35,A0,83,1,285,2.69,1,7.0,429.7142857142857
A1,A3,A1,125,1,77,4.5,1,348.0,431.57142857142856
A2,A6,A0,100,1,0,,6,299.0,
A2,A17,A0,65,4,4,0.38,1,188.0,406.14285714285717
A2,A33,A1,67,14,7,0.15,1,21.0,388.7142857142857
A0,A1,A0,75,2,0,,1,,
A0,A10,A1,95,2,9,0.58,1,0.0,388.85714285714283
A0,A1,A0,99,3,16,1.24,3,360.0,429.14285714285717
A0,A10,A1,160,14,1,0.02,1,36.0,196.85714285714286
A0,A16,A0,35,3,0,,3,275.0,
A4,A170,A0,29,21,0,,2,281.0,
A4,A142,A0,30,4,26,2.14,7,,430.14285714285717
A1,A5,A0,45,1,190,5.2,2,,431.85714285714283
A2,A13,A1,100,14,3,0.13,1,205.0,425.0
A2,A6,A1,180,3,31,1.98,2,4.0,421.85714285714283
A2,A4,A0,90,6,4,0.07,1,0.0,248.0
A0,A11,A1,200,2,30,3.85,2,,431.57142857142856
A0,A29,A1,189,4,68,1.73,1,,428.7142857142857
A0,A15,A0,85,1,0,,2,,
A2,A13,A1,145,5,4,0.53,1,,422.85714285714283
A4,A87,A1,78,2,0,,1,342.0,
A0,A16,A0,42,5,70,0.88,3,236.0,422.0
A2,A17,A1,295,2,1,1.0,1,123.0,430.2857142857143
A0,A48,A0,85,2,45,0.77,2,90.0,429.7142857142857
A0,A100,A0,39,5,105,1.21,3,34.0,427.85714285714283
A1,A5,A0,119,1,0,,1,0.0,
A2,A21,A1,225,2,2,0.22,1,0.0,405.2857142857143
A2,A28,A1,499,4,0,,1,0.0,
A0,A16,A0,50,1,0,,1,19.0,
A3,A112,A1,69,2,98,4.57,2,193.0,431.0
A0,A15,A1,125,1,11,1.3,1,39.0,429.42857142857144
A0,A59,A1,82,14,0,,1,30.0,
A2,A72,A1,200,30,0,,49,364.0,
A0,A29,A1,160,1,111,2.23,1,253.0,429.7142857142857
A0,A1,A1,125,3,15,4.33,1,,430.0
A2,A50,A1,91,5,2,0.33,1,1.0,426.42857142857144
A1,A47,A1,80,3,48,4.15,1,209.0,429.85714285714283
A2,A13,A1,106,30,14,0.41,6,242.0,428.0
A2,A40,A1,250,2,38,2.65,1,322.0,430.2857142857143
A0,A1,A1,249,3,12,4.19,1,38.0,430.7142857142857
A2,A17,A1,100,60,0,,1,365.0,
A1,A2,A0,80,1,14,1.97,6,,431.57142857142856
A3,A95,A0,38,1,50,1.1,4,,378.2857142857143
A1,A9,A0,70,2,31,2.4,1,319.0,429.14285714285717
A2,A13,A1,3613,1,1,1.0,12,158.0,428.7142857142857
A2,A77,A0,50,14,1,0.02,1,0.0,197.42857142857142
A2,A35,A0,115,1,179,7.76,2,326.0,430.85714285714283
A2,A14,A1,150,3,3,0.13,1,0.0,336.0
A1,A150,A0,35,1,89,5.31,6,256.0,430.7142857142857
A2,A26,A0,250,1,60,0.93,1,148.0,424.42857142857144
A2,A44,A2,150,1,2,1.25,1,,426.14285714285717
A0,A15,A0,63,3,1,0.14,1,0.0,401.14285714285717
A2,A21,A0,75,2,2,0.09,2,0.0,337.14285714285717
A2,A45,A1,290,30,0,,232,312.0,
A1,A3,A0,90,1,7,5.38,5,73.0,430.42857142857144
A0,A71,A2,37,1,9,0.31,1,0.0,319.0
A2,A13,A1,185,2,1,0.03,1,0.0,290.85714285714283
A0,A15,A0,80,1,52,1.12,1,297.0,426.0
A2,A35,A0,109,1,1,0.06,3,0.0,359.85714285714283
A0,A16,A0,45,14,1,0.73,1,67.0,426.42857142857144
A2,A17,A1,650,2,1,0.04,1,0.0,309.85714285714283
A2,A72,A1,162,29,0,,327,341.0,
A0,A1,A1,100,2,22,3.32,1,,430.0
A1,A69,A1,110,1,279,5.02,1,355.0,428.85714285714283
A2,A13,A0,175,2,0,,1,66.0,
A0,A1,A0,50,5,22,1.0,1,1.0,427.2857142857143
A2,A6,A1,200,3,31,0.94,1,51.0,431.2857142857143
A0,A1,A0,40,1,8,0.16,4,335.0,427.2857142857143
A2,A26,A0,100,4,28,3.8,2,40.0,431.2857142857143
A0,A0,A1,99,1,0,,1,0.0,
A1,A54,A0,125,2,3,0.13,3,364.0,393.2857142857143
A0,A65,A1,99,2,28,1.36,1,69.0,429.85714285714283
A2,A7,,79,1,149,3.63,1,290.0,429.85714285714283
A0,A15,A0,65,1,107,2.17,1,0.0,371.85714285714283
A0,A59,A0,60,1,59,4.65,3,342.0,431.0
A0,A59,A1,200,2,46,1.5,1,234.0,428.85714285714283
A3,A176,A1,77,1,197,2.49,1,309.0,429.85714285714283
A2,A17,A0,90,4,0,,2,365.0,
A0,A8,A0,99,1,1,1.0,1,264.0,431.14285714285717
A0,A1,A0,54,30,0,,43,,
A0,A59,A1,200,30,0,,1,0.0,
A2,A17,A1,110,2,29,1.97,1,200.0,429.2857142857143
A0,A15,A0,120,6,15,0.21,2,9.0,405.14285714285717
A2,A72,A1,175,30,3,0.21,50,342.0,428.57142857142856
A2,A7,A0,80,3,0,,3,205.0,
A2,A33,A0,22,1,13,0.28,3,0.0,405.2857142857143
A0,A57,A2,25,2,8,1.95,5,32.0,428.57142857142856
A2,A17,A1,85,31,49,3.51,4,,431.42857142857144
A0,A0,A0,85,4,0,,3,0.0,
A0,A62,A1,99,3,25,0.73,1,12.0,430.85714285714283
A2,A4,A1,949,2,6,2.02,1,270.0,427.2857142857143
A0,A185,A0,55,1,39,3.45,1,45.0,431.85714285714283
A2,A45,A1,412,30,69,4.45,4,234.0,430.0
A0,A15,A1,125,2,3,0.16,1,0.0,427.0
A2,A7,A1,175,2,24,0.56,2,0.0,415.0
A2,A6,A1,295,3,2,0.52,2,2.0,425.7142857142857
A0,A85,A1,160,5,2,0.06,1,0.0,332.14285714285717
A0,A1,A1,115,3,124,1.72,2,170.0,429.42857142857144
A2,A6,A1,180,3,2,0.76,1,2.0,424.85714285714283
A2,A26,A1,430,2,10,1.06,1,365.0,431.42857142857144
A2,A4,A1,125,4,1,0.08,1,,381.42857142857144
A0,A0,A0,45,1,0,,2,88.0,
A0,A1,A0,40,5,6,0.32,1,0.0,399.42857142857144
A2,A26,A1,98,12,12,0.48,1,0.0,345.85714285714283
A1,A2,A0,95,2,2,0.06,1,,424.85714285714283
A0,A12,A1,154,5,0,,1,,
A2,A17,A0,85,1,3,1.14,1,193.0,424.2857142857143
A1,A5,A1,100,7,2,0.05,1,0.0,279.7142857142857
A2,A35,A0,95,1,86,2.87,1,86.0,429.85714285714283
A2,A21,A1,200,4,0,,1,0.0,
A1,A27,A1,99,1,118,6.0,1,320.0,429.85714285714283
A2,A21,A1,499,5,47,0.63,1,,427.7142857142857
A0,A0,A0,75,6,3,0.16,3,,387.57142857142856
A2,A61,A1,650,5,7,0.09,2,90.0,169.57142857142858
A4,A97,A1,105,3,69,1.49,1,343.0,428.85714285714283
A0,A12,A1,100,7,0,,1,,
A1,A53,A1,130,1,2,2.0,1,,430.85714285714283
A2,A7,A0,70,15,0,,1,0.0,
A2,A7,A1,140,1,28,0.74,1,170.0,421.2857142857143
A1,A9,A0,65,2,0,,2,341.0,
A0,A15,A0,80,2,74,1.64,1,,427.0
A2,A17,A0,150,3,0,,1,365.0,
A2,A44,A0,395,2,0,,1,,
A0,A16,A0,45,2,1,1.0,1,1.0,431.0
A0,A15,A0,60,1,1,0.02,2,0.0,229.14285714285714
A0,A59,A1,80,28,9,0.26,1,219.0,421.85714285714283
A2,A13,A0,115,10,1,0.03,1,0.0,271.42857142857144
A2,A6,A1,299,1,0,,1,0.0,
A2,A17,A0,100,1,36,2.52,2,365.0,427.85714285714283
A2,A4,A1,316,30,0,,232,339.0,
A0,A16,A0,70,5,0,,1,0.0,
A0,A15,A0,99,1,230,7.28,3,353.0,431.57142857142856
A2,A26,A1,299,5,3,1.91,1,119.0,430.2857142857143
A0,A52,A0,40,1,38,3.93,1,365.0,431.0
A1,A23,A0,42,30,2,0.86,23,225.0,429.42857142857144
A0,A15,A0,65,3,15,0.65,2,2.0,426.0
A1,A46,A1,30,2,11,2.32,2,230.0,425.7142857142857
A0,A22,,88,2,5,0.53,2,86.0,431.0
A0,A12,A0,55,20,3,0.09,1,0.0,283.0
A2,A26,A0,54,25,4,0.08,1,0.0,274.57142857142856
A0,A15,A0,45,1,7,0.97,1,0.0,403.7142857142857
A2,A7,A0,85,1,6,0.67,1,0.0,400.85714285714283
A0,A48,A0,60,2,20,0.44,1,,326.85714285714283
A0,A15,A1,110,10,6,0.08,1,13.0,424.42857142857144
A0,A1,A0,85,5,1,1.0,1,35.0,427.85714285714283
A2,A17,A1,200,3,50,1.42,1,,429.7142857142857
A0,A12,A1,171,2,19,1.51,1,81.0,428.85714285714283
A0,A1,A0,70,2,13,0.49,2,0.0,421.14285714285717
A0,A51,A1,180,1,0,,1,57.0,
A0,A22,A1,100,3,62,2.37,1,108.0,424.85714285714283
A2,A7,A1,100,4,0,,1,0.0,
A2,A19,A0,40,1,0,,1,0.0,
A0,A16,A1,90,5,0,,1,0.0,
A2,A17,A0,80,2,94,3.25,1,167.0,429.85714285714283
A2,A6,A0,130,2,3,0.19,3,239.0,372.85714285714283
A2,A17,A1,100,2,243,4.65,2,250.0,430.57142857142856
A1,A47,A1,190,2,65,4.05,1,259.0,431.0
A0,A15,A1,245,2,14,0.76,1,65.0,425.0
A0,A16,A1,100,4,4,1.52,1,11.0,430.0
A3,A171,A0,40,2,17,1.23,1,,427.14285714285717
A0,A89,A1,117,1,48,3.51,1,108.0,425.85714285714283
A2,A40,A1,245,4,12,0.62,1,,425.7142857142857
A0,A1,A0,95,1,22,1.33,1,36.0,430.85714285714283
A0,A51,A0,50,2,21,1.47,1,179.0,420.85714285714283
A2,A17,A0,76,5,2,0.32,1,,425.42857142857144
A0,A16,A0,74,3,16,0.48,2,131.0,424.7142857142857
A1,A56,A0,59,1,24,1.43,1,5.0,426.42857142857144
A2,A7,A1,220,2,3,0.45,3,9.0,427.85714285714283
A0,A62,A0,39,1,51,0.88,5,,427.85714285714283
A0,A15,A1,4500,30,0,,1,365.0,
A2,A26,A0,80,4,11,1.3,1,156.0,431.0
A0,A1,A1,525,2,1,0.03,4,,297.2857142857143
A0,A0,A0,41,3,1,0.04,1,0.0,320.85714285714283
A0,A0,A0,300,2,0,,1,0.0,
A0,A16,A0,90,3,6,0.32,1,0.0,405.2857142857143
A2,A26,A2,35,1,118,4.21,2,0.0,405.42857142857144
A0,A16,A0,90,4,17,0.76,1,0.0,427.85714285714283
A0,A8,A0,64,1,3,0.19,1,3.0,403.14285714285717
A1,A31,A0,40,3,7,0.38,5,313.0,428.42857142857144
A2,A14,A1,154,3,3,1.14,1,19.0,425.0
A0,A1,A0,54,2,19,0.23,1,220.0,276.57142857142856
A2,A13,A1,200,3,45,0.73,1,346.0,418.7142857142857
A2,A44,A1,690,3,1,0.04,2,0.0,336.0
A0,A1,,275,3,43,4.54,1,123.0,430.0
A0,A59,A1,70,1,3,0.12,1,4.0,403.0
A0,A16,A0,69,1,77,3.45,2,178.0,431.85714285714283
A1,A46,A0,55,1,97,5.23,1,354.0,431.7142857142857
A0,A85,A0,80,21,88,1.5,1,364.0,366.0
A0,A76,A0,56,2,8,5.45,2,365.0,431.7142857142857
A0,A15,A1,259,1,157,4.58,1,155.0,429.85714285714283
A2,A21,A1,225,3,0,,1,,
A1,A90,A0,50,5,0,,1,0.0,
A1,A190,A0,53,1,14,1.3,1,,419.14285714285717
A2,A35,A1,90,6,7,0.23,1,0.0,382.7142857142857
A2,A4,A1,235,4,107,2.98,1,27.0,429.85714285714283
A1,A80,A0,45,1,141,3.77,4,,431.2857142857143
A2,A21,A1,128,1,13,0.5,1,0.0,353.0
A2,A4,A0,115,55,11,1.31,1,,425.0
A0,A1,A1,200,2,36,1.54,2,124.0,426.0
A2,A21,A0,100,2,66,2.39,3,27.0,428.2857142857143
A0,A57,A0,80,3,0,,2,0.0,
A2,A44,A1,210,1,202,6.4,3,211.0,428.7142857142857
A1,A2,A2,25,1,1,1.0,3,86.0,430.85714285714283
A0,A1,A0,35,1,35,1.0,1,0.0,422.2857142857143
A2,A19,A2,60,1,0,,1,,
A2,A33,A0,65,4,38,1.04,1,149.0,427.85714285714283
A0,A10,A1,276,3,19,0.38,2,78.0,431.14285714285717
A1,A5,A1,200,7,2,0.04,1,,285.85714285714283
A1,A27,A0,50,30,0,,103,,
A2,A44,A1,325,4,4,2.79,1,157.0,431.14285714285717
A0,A1,A1,97,4,6,0.24,1,0.0,385.7142857142857
A0,A48,A0,70,30,54,1.17,4,288.0,430.85714285714283
A2,A6,A1,300,2,0,,1,0.0,
A0,A15,A1,200,6,2,2.0,1,49.0,430.0
A2,A38,A1,12,300,0,,1,0.0,
A2,A21,A0,119,3,1,0.01,1,0.0,141.85714285714286
A2,A6,A1,235,2,20,0.43,1,0.0,353.14285714285717
A2,A44,A1,140,30,1,0.35,4,,420.0
A0,A1,A0,100,1,0,,1,0.0,
A1,A79,A1,95,3,6,0.28,1,,429.57142857142856
A0,A59,A1,125,2,68,4.45,1,,430.7142857142857
A1,A84,A0,125,3,0,,1,,
A2,A35,A1,300,3,30,1.77,2,182.0,431.14285714285717
A2,A26,A0,110,4,81,1.75,1,360.0,426.0
A2,A6,A1,250,3,1,0.03,1,158.0,289.7142857142857
A0,A62,A0,75,2,1,1.0,2,311.0,431.0
A1,A2,A0,48,1,3,3.0,2,,431.42857142857144
A1,A5,A1,95,2,9,0.29,1,212.0,334.7142857142857
A2,A66,A1,274,4,4,0.22,1,7.0,418.7142857142857
A0,A25,A0,53,2,2,0.1,4,54.0,353.7142857142857
A0,A18,A1,110,3,15,0.83,1,3.0,427.14285714285717
A0,A15,A1,250,4,40,1.58,1,41.0,431.7142857142857
A0,A12,A1,160,2,3,0.13,1,,352.7142857142857
A0,A59,A1,125,20,0,,1,,
A1,A2,A0,95,1,78,5.43,2,,430.57142857142856
A0,A15,A0,40,6,0,,1,,
A0,A0,A0,200,1,0,,1,0.0,
A0,A12,A1,110,6,5,0.24,1,0.0,380.85714285714283
A0,A1,A0,100,2,8,0.38,1,,411.0
A2,A28,A1,175,2,2,0.03,1,0.0,283.85714285714283
A2,A50,A0,130,1,141,5.44,2,76.0,430.0
A2,A44,A0,70,3,6,0.28,2,,430.7142857142857
A0,A51,A2,50,1,16,0.46,1,0.0,333.14285714285717
A0,A0,A0,45,2,0,,2,,
A0,A82,A1,500,8,0,,1,72.0,
A0,A1,A1,150,30,6,0.18,1,0.0,300.7142857142857
A0,A1,A1,80,5,1,0.05,1,0.0,353.42857142857144
A0,A1,A0,60,30,9,0.36,4,189.0,425.42857142857144
A2,A17,A1,105,3,4,0.21,1,,374.0
A2,A13,A0,120,60,0,,1,365.0,
A2,A21,A1,175,3,2,0.15,1,0.0,392.85714285714283
A2,A61,A0,82,1,228,5.11,2,28.0,431.57142857142856
A2,A6,A0,110,1,69,6.22,12,,426.57142857142856
A1,A27,A1,87,1,162,4.45,1,332.0,429.85714285714283
A1,A5,A0,60,1,72,1.3,1,,394.14285714285717
A0,A16,A1,110,1,2,0.19,1,0.0,403.85714285714283
A2,A21,,190,1,105,3.97,1,306.0,428.42857142857144
A2,A26,A0,65,1,1,0.04,1,0.0,323.85714285714283
A1,A53,A0,51,1,20,6.38,4,365.0,430.14285714285717
A2,A17,A0,50,60,13,0.67,4,,385.2857142857143
A2,A50,A0,185,1,36,3.9,2,,416.42857142857144
A0,A62,A1,135,3,15,0.32,1,10.0,431.85714285714283
A1,A2,A0,35,1,0,,6,,
A0,A0,A0,80,5,7,0.51,2,2.0,391.57142857142856
A0,A0,A1,125,15,0,,1,,
A2,A26,A0,73,4,48,0.8,5,153.0,407.7142857142857
A2,A13,A1,560,1,0,,1,,
A0,A63,A2,37,1,47,1.58,5,354.0,429.85714285714283
A2,A44,A0,107,3,133,6.08,1,,431.57142857142856
A2,A44,A1,225,3,11,0.23,1,0.0,268.0
A2,A13,A2,165,3,21,0.29,1,363.0,237.0
A0,A12,A0,50,2,11,0.16,2,,149.0
A1,A79,A1,140,1,67,4.14,1,145.0,427.2857142857143
A1,A93,A0,80,1,1,1.0,1,90.0,431.7142857142857
A2,A17,A0,55,21,7,0.29,1,286.0,422.14285714285717
A1,A27,A0,40,30,1,0.26,15,1.0,415.7142857142857
A0,A15,A1,280,2,0,,1,318.0,
A2,A26,A1,150,1,1,1.0,1,130.0,431.0
A2,A6,A0,120,5,1,0.16,1,0.0,405.42857142857144
A2,A17,A1,76,14,2,0.05,1,0.0,335.85714285714283
A2,A14,A1,180,3,15,2.68,2,166.0,427.7142857142857
A0,A1,A1,200,2,4,1.38,1,344.0,427.0
A1,A53,A0,33,30,0,,37,0.0,
A0,A145,A1,113,3,13,2.07,2,,426.0
A2,A26,A1,146,5,21,1.01,1,0.0,416.85714285714283
A0,A1,A0,45,12,9,0.38,1,0.0,396.2857142857143
A2,A6,A1,149,31,4,1.85,1,135.0,426.7142857142857
A2,A17,A1,345,3,12,1.01,1,37.0,426.2857142857143
A2,A30,A1,95,2,2,1.33,2,0.0,431.0
A2,A35,A1,189,5,220,3.25,2,,429.85714285714283
A0,A15,A0,90,1,52,2.88,2,,431.7142857142857
A2,A28,A1,200,30,0,,1,363.0,
A2,A17,A0,40,5,1,0.21,1,0.0,412.0
A2,A13,A0,35,1,4,0.17,1,0.0,331.2857142857143
A1,A79,A0,45,6,4,0.09,8,318.0,324.42857142857144
A3,A74,A0,38,1,187,2.34,4,241.0,429.85714285714283
A2,A41,A1,240,30,0,,232,239.0,
A0,A15,A1,130,3,1,0.16,1,2.0,405.14285714285717
A2,A17,A0,72,1,98,2.5,1,,429.42857142857144
A2,A70,A1,1500,3,5,0.43,1,362.0,425.0
A2,A26,A0,79,2,88,5.69,1,107.0,431.7142857142857
A0,A0,A0,45,2,49,3.15,1,8.0,429.57142857142856
A2,A127,A0,65,2,5,0.23,3,112.0,428.57142857142856
A2,A26,,80,1,2,0.04,2,0.0,233.71428571428572
A2,A6,A1,179,1,125,6.51,1,,430.2857142857143
A0,A1,A0,128,2,3,0.08,3,12.0,289.14285714285717
A2,A72,A0,55,1,0,,1,0.0,
A2,A17,A0,55,3,119,1.22,5,333.0,426.14285714285717
A2,A44,A1,200,5,12,5.63,1,127.0,431.85714285714283
A2,A17,A0,40,1,1,0.02,1,0.0,247.0
A2,A44,A1,240,4,1,1.0,1,19.0,429.14285714285717
